"","distance"
"1",0
"2",0
"3",0.222437306205132
"4",0.225890987841136
"5",0.345977104103464
"6",0.371803919219921
"7",0.373087053710968
"8",0.482542030396553
"9",0.579884034788404
"10",0.662874070308609
"11",0.884005550442862
"12",0.906698617650459
"13",0.906825587097461
"14",0.916890930157047
"15",0.934712110039929
"16",0.965731500674955
"17",0.991420957382328
"18",1.04743483084593
"19",1.07940898618799
"20",1.13123159987584
"21",1.17490549787651
"22",1.1855259121896
"23",1.23871959276835
"24",1.32720830959297
"25",1.40782070119516
"26",1.60015146334888
"27",1.6300288569041
"28",1.64750725022589
"29",1.74681322592264
"30",1.7778855218265
"31",1.88685682754373
"32",1.91018280020156
"33",1.94523998592617
"34",1.99960011996001
"35",2.194439422247
"36",2.44996131360466
"37",2.48532722508592
"38",2.62825671436924
"39",2.66754129998368
"40",2.68986741620528
"41",2.69977347141821
"42",2.69977347141821
"43",2.73688338046265
"44",2.9504425995874
"45",3.00247922105786
"46",3.03276106943191
"47",3.35385022796049
"48",3.43815874338886
"49",3.44151211700944
"50",3.49631959875017
"51",3.49631959875017
"52",3.55417775999024
"53",3.66037194400482
"54",3.77357426245586
"55",3.85978741096637
"56",3.96955074946621
"57",4.1376702426352
"58",4.31760989057398
"59",4.5766178756963
"60",4.60065113618032
"61",4.60065113618032
"62",4.77129555423441
"63",4.80133033950614
"64",4.84240859865068
"65",4.85423959770879
"66",5.01918001302648
"67",5.05697686092906
"68",5.11897630709764
"69",5.1294984781741
"70",5.1556923270876
"71",5.21042832739136
"72",5.44775630700271
"73",5.45673142817298
"74",5.64044952816216
"75",5.64401891198505
"76",5.64403327524609
"77",5.65712207817542
"78",5.73281776959091
"79",5.75960787489718
"80",5.75960787489718
"81",6.03823875907031
"82",6.0992139285866
"83",6.3543169198198
"84",6.52232237315449
"85",6.54572773970463
"86",6.65347816553426
"87",6.74956556627367
"88",6.84211913171439
"89",6.95125312428212
"90",7.0194743941274
"91",7.07588533127204
"92",7.14237309688733
"93",7.21245535795638
"94",7.35125690933888
"95",7.39820742088814
"96",7.51612626727495
"97",7.64108108041456
"98",7.74304938386971
"99",7.74304938386971
"100",7.82247801713547
"101",7.83719120882807
"102",7.97247539821016
"103",7.97247539821016
"104",7.97247539821016
"105",7.97247539821016
"106",7.97247539821016
"107",7.97247539821016
"108",8.12518475122052
"109",8.12518475122052
"110",8.13354910221578
"111",8.23415239363745
"112",8.36335844839873
"113",8.43232110807489
"114",8.5493605752533
"115",8.6862287825835
"116",8.68676663012939
"117",8.73785923585084
"118",8.75702263524598
"119",8.81157453579389
"120",8.89487102038959
"121",8.94654816015096
"122",8.96942754859267
"123",9.26273906589925
"124",9.40816022580105
"125",9.46910325692442
"126",9.67161561904922
"127",9.80034845822481
"128",9.8488578017961
"129",9.88713097522207
"130",9.88713097522207
"131",9.88713097522207
"132",9.9106189872426
"133",10.1794740345439
"134",10.227377150549
"135",10.227377150549
"136",10.4494572752466
"137",10.461126488091
"138",10.4618826423575
"139",10.5251015218227
"140",10.5765999951311
"141",10.6202470471573
"142",10.6479444152697
"143",10.8124080464627
"144",10.9195506414483
"145",11.0059608022574
"146",11.0059608022574
"147",11.0685267346649
"148",11.0777846645785
"149",11.1421880390825
"150",11.190405718335
"151",11.2132691564098
"152",11.213781191651
"153",11.2320494640499
"154",11.3137084989848
"155",11.5401853343026
"156",11.628288528913
"157",11.6619037896906
"158",11.8785351822973
"159",12.1974458092954
"160",12.4016294185983
"161",12.4923339812482
"162",12.5808465336997
"163",12.6455247122429
"164",12.7447111364112
"165",12.8592894120351
"166",12.959218377097
"167",13.0002798229153
"168",13.0143112259403
"169",13.0209841786601
"170",13.1213158541923
"171",13.199500146737
"172",13.216938012949
"173",13.2245143932167
"174",13.3496435032348
"175",13.3609417601114
"176",13.3712278591472
"177",13.4148327610493
"178",13.46412510244
"179",13.5144444592695
"180",13.6159211490304
"181",13.6230973511516
"182",13.6451159463447
"183",13.7103628077041
"184",13.7152508055483
"185",13.7981987634242
"186",13.8828208473233
"187",13.9563715440639
"188",14.1506026085751
"189",14.1971608517161
"190",14.3941592858515
"191",14.5258114871248
"192",14.6426527244428
"193",14.8545393384228
"194",14.9333360267181
"195",15.1551057706711
"196",15.1910521104159
"197",15.2152108144294
"198",15.2168915887985
"199",15.2369529140953
"200",15.2670586914996
"201",15.3516463944302
"202",15.3741782157261
"203",15.5116381039953
"204",15.5116381039953
"205",15.6652071797923
"206",15.7439466108691
"207",15.8366117935517
"208",15.9897048991003
"209",16.0646576342313
"210",16.1068860677185
"211",16.2027512184699
"212",16.2960676365264
"213",16.4941378133607
"214",16.5110173686627
"215",16.6183614454278
"216",16.8053414123621
"217",16.9850791454852
"218",17.0349436915829
"219",17.0444588244634
"220",17.3630637272459
"221",17.3996944354502
"222",17.4928556845359
"223",17.5221305658914
"224",17.5529354797275
"225",17.5654886568116
"226",17.7354811215116
"227",17.7920037020903
"228",18.0915803116819
"229",18.1706509760434
"230",18.2118239186126
"231",18.2252765082114
"232",18.3221849194071
"233",18.3493334464044
"234",18.3575597506858
"235",18.4244042502534
"236",18.4409898250134
"237",18.4708458282889
"238",18.4835360303682
"239",18.5760357352611
"240",18.6738833714874
"241",18.694654235288
"242",18.8169486708038
"243",18.8650991221512
"244",18.9383279464604
"245",19.0300466024255
"246",19.1041127479373
"247",19.2773837459144
"248",19.5208427271303
"249",19.5896023308212
"250",19.632906385773
"251",19.720166235409
"252",19.7989062996336
"253",19.9248588451713
"254",19.9447942596704
"255",20.0079034883196
"256",20.0631610849071
"257",20.2228252676258
"258",20.6155281280883
"259",20.7035782212304
"260",20.7850245614736
"261",20.8050718088002
"262",20.8281623099257
"263",20.9599503479823
"264",21.0415831729305
"265",21.0471616396086
"266",21.2148125478108
"267",21.2455491465098
"268",21.2723904680817
"269",21.3866048866026
"270",21.763670275691
"271",21.7739653306147
"272",21.7894414528903
"273",21.8668073770088
"274",22.0946724488582
"275",22.2654990620822
"276",22.7758267227484
"277",22.8101833426604
"278",22.8539660133096
"279",22.938674088277
"280",23.0918203682906
"281",23.09314522884
"282",23.1377349740737
"283",23.175106387484
"284",23.1883984742465
"285",23.1994801830608
"286",23.2249628946645
"287",23.2425335325443
"288",23.2484070825639
"289",23.4264899811943
"290",23.4360555227093
"291",23.526397147968
"292",23.646876487501
"293",23.6716986844551
"294",23.9686546477954
"295",24.1233878524884
"296",24.1328751767833
"297",24.1701869406022
"298",24.2311456559937
"299",24.3310501211929
"300",24.4401946949699
"301",24.5643111138569
"302",24.5643111138569
"303",24.5643111138569
"304",24.5643111138569
"305",24.5643111138569
"306",24.5643111138569
"307",24.5643111138569
"308",24.5643111138569
"309",24.5809739866447
"310",24.6864703353384
"311",24.8558561448384
"312",24.8975461598585
"313",25.0102334153007
"314",25.0798062746286
"315",25.0836113011854
"316",25.3431945372667
"317",25.3431945372667
"318",25.3600731799842
"319",25.6081443210636
"320",25.6160859376328
"321",25.6160859376328
"322",25.6574062828322
"323",25.7051762942185
"324",25.7210604087797
"325",25.9836558951988
"326",26.0039965730103
"327",26.0976000717269
"328",26.1279911441349
"329",26.2312022951584
"330",26.4620064932035
"331",26.6745005323559
"332",26.6976103697401
"333",26.7490744346829
"334",26.9682135484022
"335",26.9764996503507
"336",27.0131717366181
"337",27.1517315004041
"338",27.1517315004041
"339",27.1686905690934
"340",27.178177831701
"341",27.3459084036871
"342",27.3550619969577
"343",27.3724224901967
"344",27.5346606504437
"345",27.6162683543744
"346",27.6454382914374
"347",27.7058314121102
"348",27.7184766822639
"349",27.7697757195489
"350",27.8094915971578
"351",27.8661231565998
"352",28.202561243575
"353",28.251167551692
"354",28.5170113881619
"355",28.5275443270163
"356",28.9355603075006
"357",29.0465470169994
"358",29.1547594742265
"359",29.2227148902832
"360",29.354089162687
"361",29.4410007999149
"362",29.4803941026881
"363",29.5779142935909
"364",29.586090411744
"365",29.6992664609
"366",29.8978900804038
"367",30.0137340594209
"368",30.0164097093255
"369",30.3014545787263
"370",30.4567573311524
"371",30.5070932289759
"372",30.5440732649792
"373",30.556158749435
"374",30.5690663024239
"375",30.9965711208301
"376",31.0521161180408
"377",31.0596398150803
"378",31.0752664787655
"379",31.1349133622242
"380",31.2359681516298
"381",31.3627363898528
"382",31.4286648063183
"383",31.5044087021003
"384",31.5310578190518
"385",31.5504098163152
"386",31.7619982608599
"387",31.819244171118
"388",31.9288485436463
"389",31.9645628624085
"390",31.9863594624586
"391",32.0473990429641
"392",32.05557688432
"393",32.0899484923921
"394",32.1543883534194
"395",32.1801743777859
"396",32.4951874698496
"397",32.7149020654206
"398",32.7149020654206
"399",32.7363307746362
"400",33.0312692887684
"401",33.0801655350831
"402",33.1081278461861
"403",33.1189095938724
"404",33.3472146990165
"405",33.5660707613849
"406",33.7631513132736
"407",33.8582331144641
"408",33.9746593900938
"409",34.0173963839341
"410",34.1139083428024
"411",34.1877988221279
"412",34.2868029618698
"413",34.4107318275175
"414",34.4107318275175
"415",34.4320872271103
"416",34.6006814901495
"417",34.6006814901495
"418",34.61173949659
"419",34.61173949659
"420",34.6346322758318
"421",34.674237124713
"422",34.9378477121196
"423",35.0798726226114
"424",35.1374290755897
"425",35.3287667138361
"426",35.419576164279
"427",35.727926544339
"428",35.962740998247
"429",35.9629077086037
"430",36.0555127546399
"431",36.1263459211009
"432",36.2119764382597
"433",36.2353418639869
"434",36.3253029928552
"435",36.4594516658114
"436",36.5473233591751
"437",36.9268447065795
"438",37.1513086045554
"439",37.1861358311831
"440",37.2058684687134
"441",37.2435869570968
"442",37.5562133801875
"443",37.6202500183721
"444",37.6299193585164
"445",37.6317348966714
"446",37.6650182649164
"447",37.9124182744419
"448",38.1438942930924
"449",38.2122690588988
"450",38.2517106748825
"451",38.4791712291493
"452",38.549168616176
"453",38.5646362940731
"454",38.5646362940731
"455",38.5646362940731
"456",38.6848982887393
"457",38.866303621147
"458",38.8777990370195
"459",39.042393579323
"460",39.1152144312159
"461",39.1708966053505
"462",39.7563928276941
"463",40.0507802271931
"464",40.1995024844836
"465",40.2884948045757
"466",40.4959978873189
"467",40.7960971871323
"468",40.8045177461252
"469",40.8760573488339
"470",40.8965879000458
"471",40.8965879000458
"472",40.8965879000458
"473",40.8991291527062
"474",40.9109828274486
"475",41.086819413362
"476",41.3519269997169
"477",41.3556247391973
"478",41.4047448708741
"479",41.456899239555
"480",41.4671841485248
"481",41.5262744206352
"482",41.5567284239476
"483",41.6134753752437
"484",41.7298290371597
"485",41.942734651179
"486",42.0941246849149
"487",42.6235626374605
"488",42.9664204427528
"489",43.0260389894579
"490",43.1796742513334
"491",43.2712493858422
"492",43.3615659182895
"493",43.609201014534
"494",43.7672141288924
"495",43.9157273479691
"496",44.2373483453671
"497",44.5208937710122
"498",44.6878059430087
"499",44.7279396385116
"500",45.0553199741387
"501",45.2571127141347
"502",45.3490534631405
"503",45.6446845260703
"504",45.8417349768915
"505",46.0852332853066
"506",46.1410879802373
"507",46.1410879802373
"508",46.1494426052727
"509",46.3424699738631
"510",46.3800631415151
"511",46.690470119715
"512",46.8401537145215
"513",46.9082964631449
"514",46.9829199594461
"515",46.9877959688032
"516",47.1546618042241
"517",47.3874088430501
"518",47.5318941173806
"519",47.5427411192626
"520",47.6544900283653
"521",47.8246716560863
"522",47.9805613483487
"523",48.0963294057596
"524",48.1793927950976
"525",48.2518035428436
"526",48.2580309619249
"527",48.2775102298215
"528",48.3866002366992
"529",48.4324816749919
"530",48.5139149160537
"531",48.7884903738986
"532",48.9719446235161
"533",49.1392897790931
"534",49.2920079191876
"535",49.2942272704309
"536",49.3315567396865
"537",49.5759849175282
"538",49.6484941662179
"539",49.8313423430698
"540",50.0682190662392
"541",50.1198563445667
"542",50.427236133157
"543",50.5906095960314
"544",50.721417447154
"545",50.8559672749908
"546",50.8723612823242
"547",50.9170654826822
"548",50.9760959973012
"549",51.0271825038903
"550",51.1386803731979
"551",51.157754335844
"552",51.303076552933
"553",51.3436688660702
"554",51.858368682764
"555",51.9905426417168
"556",52.0096144957834
"557",52.2254743368256
"558",52.4736356703514
"559",52.6967264905682
"560",52.9237489425353
"561",52.9237489425353
"562",52.9529257361908
"563",53.2434963453303
"564",53.3172597340742
"565",53.3172597340742
"566",53.3305532006152
"567",53.489752332741
"568",53.5070681254759
"569",53.5240917967879
"570",53.5727892105875
"571",53.7174138263425
"572",53.9164496568595
"573",54.5472757219165
"574",54.5899663703483
"575",54.7424875125628
"576",54.86892555147
"577",54.8775757719123
"578",54.8907792106464
"579",54.9147993909997
"580",55.0011909085453
"581",55.0011909085453
"582",55.0946041932305
"583",55.1010105715157
"584",55.2029181236833
"585",55.2542863134412
"586",55.3368823982771
"587",55.4451477793053
"588",55.5283298742686
"589",55.6235076817611
"590",55.7853027239254
"591",56.0210763746526
"592",56.1489295581068
"593",56.2244536584322
"594",56.2938647719799
"595",56.3916935837461
"596",56.5103615806884
"597",56.7471424037645
"598",56.8625126195082
"599",56.886086450049
"600",57.00945718338
"601",57.0186174555802
"602",57.2900054586296
"603",57.3670583300495
"604",57.8536566814631
"605",57.9131415084076
"606",58.0796559103696
"607",58.309518948453
"608",58.5334177708166
"609",58.6284400229667
"610",58.6482715184272
"611",58.8070783826488
"612",58.8514422598638
"613",58.8551099680094
"614",58.8890712846702
"615",58.8892473391223
"616",59.0338304834675
"617",59.0949799599121
"618",59.2812293539336
"619",59.288068636689
"620",59.288068636689
"621",59.3809941586438
"622",59.4392527783273
"623",59.532861784777
"624",59.6354482736923
"625",59.7354815988084
"626",59.8055361703573
"627",59.9841135369926
"628",59.9945791530416
"629",60.0333240792145
"630",60.1985811735277
"631",60.5027634350458
"632",60.5476467926274
"633",60.6757272663376
"634",60.7289058027559
"635",60.7388540548039
"636",60.88426835445
"637",61.0577506886253
"638",61.4144116359918
"639",61.6116872029975
"640",61.929690607272
"641",62.0006186684772
"642",62.0266495115958
"643",62.027312331837
"644",62.0704081562201
"645",62.2224852863507
"646",62.226468897359
"647",62.2573393013954
"648",62.33676577993
"649",62.434876401054
"650",62.4399421709672
"651",62.6079387633733
"652",62.6455785270377
"653",62.6567519476275
"654",62.6884688615192
"655",62.8761416989367
"656",63.0865591435753
"657",63.1849489736753
"658",63.2766687392971
"659",63.3335875829387
"660",63.4273158051316
"661",63.465359315792
"662",63.5108354591921
"663",63.5852758792289
"664",63.700094445908
"665",63.8444108698778
"666",64.0603928781307
"667",64.2888623601607
"668",64.7425265780494
"669",64.9995606196296
"670",65.0680265316727
"671",65.1280369554511
"672",65.2252806250586
"673",65.3668005393783
"674",65.9252899542391
"675",65.9592304709268
"676",66.174746151552
"677",66.1846908481843
"678",66.2510068044109
"679",66.366991951603
"680",66.7953634976998
"681",66.9939317809057
"682",67.0390394785377
"683",67.3331616959073
"684",67.3872119594867
"685",67.865434443139
"686",67.9411510058521
"687",68.6550083045585
"688",68.7617297148183
"689",68.851955111042
"690",68.8781090758945
"691",68.9273146933856
"692",69.2266102853335
"693",69.28203276053
"694",69.5257014583287
"695",69.6296186010232
"696",69.6497992373482
"697",69.6497992373482
"698",69.696337686548
"699",69.8381977852006
"700",69.8387146206885
"701",69.9472653352941
"702",70.0339703346554
"703",70.0856737596203
"704",70.3451449675809
"705",70.4402925292662
"706",70.4510162308379
"707",70.581623760088
"708",70.9580232068887
"709",71.0083953717969
"710",71.1566299705167
"711",71.4052280433658
"712",71.4127382818986
"713",71.4163619160381
"714",71.6870443136868
"715",72.1093015009208
"716",72.2357252334328
"717",72.751906368719
"718",72.8671907539721
"719",72.8873538524537
"720",73.134977751162
"721",73.2403280574923
"722",73.5545690382989
"723",73.5904524728433
"724",73.6509663961453
"725",73.6671633032167
"726",73.7389506463485
"727",73.7679607149771
"728",73.984967972079
"729",73.984967972079
"730",73.984967972079
"731",73.984967972079
"732",73.984967972079
"733",74.1847956852964
"734",74.2956139845774
"735",75.1727759782256
"736",75.2859763119073
"737",75.4357266349183
"738",75.6042326857432
"739",75.7243104163134
"740",75.8543838614493
"741",76.1220104619005
"742",76.2444393087085
"743",76.7218199819683
"744",77.0050488551071
"745",77.1888886204567
"746",77.3320171969831
"747",77.7633408676045
"748",78.3909235140454
"749",78.4091831356506
"750",78.6908613791597
"751",78.8071571273567
"752",78.8473855846233
"753",79.0590038646763
"754",79.1003326161571
"755",79.127793831433
"756",79.127793831433
"757",79.4289721215381
"758",79.4872906717272
"759",79.6241169495775
"760",79.6241169495775
"761",79.6672904234044
"762",79.9534873448951
"763",80.293096880935
"764",80.529497701153
"765",80.5585819021613
"766",81.2705358663273
"767",81.5267608052476
"768",81.7531137519329
"769",82.4203587108526
"770",82.469081041179
"771",82.5789638252096
"772",82.7878932745029
"773",82.8529195279664
"774",82.8705879609404
"775",83.693484091795
"776",84.1503986104955
"777",84.3160895060834
"778",84.6991352012795
"779",84.7089334119576
"780",84.9592427010573
"781",85.0690896191788
"782",85.0931084405335
"783",85.3487916310706
"784",85.4859781597981
"785",85.7660542076427
"786",85.80710990927
"787",85.9658623578159
"788",85.980082357259
"789",86.0558774462142
"790",86.10882354981
"791",86.6484632843994
"792",86.7479686483701
"793",87.108655357627
"794",87.2603693673009
"795",87.783825389419
"796",87.8930624672815
"797",88.1258344602243
"798",88.2332991306309
"799",88.366318439382
"800",88.4211472017498
"801",88.6296433916044
"802",88.8870506801638
"803",89.2814629753739
"804",90.7573688468325
"805",91.4147905756383
"806",91.4786034632245
"807",91.4786034632245
"808",91.6193006852385
"809",92.4445779913565
"810",92.6159401773686
"811",93.2685042042741
"812",93.2685042042741
"813",93.2755824656829
"814",93.9803689440549
"815",94.0118389828931
"816",94.2578379394115
"817",94.3474748153942
"818",95.0334270751676
"819",95.5534450847438
"820",95.8878833248898
"821",96.4563629505772
"822",96.6193358529298
"823",96.9306996990495
"824",97.3903279962836
"825",97.9502480656621
"826",98
"827",98.2118401370235
"828",98.2118401370235
"829",98.2562285705824
"830",98.6147542138179
"831",98.6147542138179
"832",98.733532770307
"833",99.3822899732449
"834",99.4883062320546
"835",100.043391404629
"836",100.084067872329
"837",100.545739674229
"838",100.960845456711
"839",102.054579809556
"840",102.610915598683
"841",102.691397372054
"842",102.941731090943
"843",103.427186546281
"844",103.577212862628
"845",103.700244870241
"846",104.167474320529
"847",104.316706552288
"848",104.600619466427
"849",104.623133197205
"850",105.043130886808
"851",105.527877670199
"852",105.717984945333
"853",106.414482168416
"854",106.473455307334
"855",106.526991884686
"856",107.266047866084
"857",107.536944964618
"858",108.379698575809
"859",108.379698575809
"860",108.746438780761
"861",108.808638211899
"862",109.461497498059
"863",109.613541674028
"864",110.148794364898
"865",110.67520047418
"866",111.953270044124
"867",112.018006561899
"868",112.088438460687
"869",112.626707013328
"870",112.800409077261
"871",113.960431659652
"872",114.010638785365
"873",114.455003713173
"874",114.877544997118
"875",115.009543684079
"876",115.446957517294
"877",115.508335892918
"878",115.521949717567
"879",115.565003206437
"880",115.693560754262
"881",116.133457714064
"882",116.680985197651
"883",117.326625526991
"884",117.833016328586
"885",117.833016328586
"886",118.554648345867
"887",118.605153649216
"888",118.720837101363
"889",118.886531822747
"890",119.073518722053
"891",119.332153654946
"892",119.407426688399
"893",119.91119054314
"894",120.4818758137
"895",121.474533625463
"896",121.655155148877
"897",123.328828746567
"898",123.341722578837
"899",123.341722578837
"900",123.565775836052
"901",123.649962614675
"902",125.162686940256
"903",125.162686940256
"904",125.391339453444
"905",125.391339453444
"906",125.604971949878
"907",126.215568950036
"908",127.885573824845
"909",128.506996304227
"910",129.021315524417
"911",129.745717441151
"912",132.008563770317
"913",132.050684793191
"914",132.211286070912
"915",132.839988973849
"916",133.330416634765
"917",133.330416634765
"918",133.408337783942
"919",133.681166672076
"920",133.700778990698
"921",133.990253605781
"922",134.807269833641
"923",135.56548233234
"924",135.764501987817
"925",136.204910365533
"926",137.513755817707
"927",139.171808427618
"928",140.185591271
"929",140.185591271
"930",140.461664328756
"931",140.78915329342
"932",140.801278403287
"933",141.730490157309
"934",141.780260581403
"935",142.246546273091
"936",143.366728621625
"937",143.738689463608
"938",143.918463000139
"939",144.052152081807
"940",144.052152081807
"941",146.167127031397
"942",146.38494469029
"943",146.677395276804
"944",150.625363070102
"945",150.661143467348
"946",151.017857314718
"947",151.490750020017
"948",152.492311111647
"949",152.492311111647
"950",152.629456957763
"951",153.146555700908
"952",154.091205944503
"953",159.542245794604
"954",160.282265117188
"955",160.415086572305
"956",161.488051264561
"957",161.749265491775
"958",161.807641707164
"959",163.183062731306
"960",163.403434208613
"961",163.884945603143
"962",165.054423303079
"963",165.054423303079
"964",169.148691230135
"965",170.134992119892
"966",170.293863659264
"967",170.293863659264
"968",171.125684805058
"969",171.419555773128
"970",172.990290106129
"971",174.892473102538
"972",174.987742332186
"973",175.141275896132
"974",175.918090362039
"975",176.741512444351
"976",178.205564424192
"977",178.399950487012
"978",180.085965967601
"979",181.940629188252
"980",183.881055763367
"981",184.86263642502
"982",185.933779863656
"983",188.824528319817
"984",191.508957181803
"985",196.162839821517
"986",196.409003203599
"987",201.576283219716
"988",205.548047910945
"989",210.223177659067
"990",213.506440183897
"991",213.913475876417
"992",215.522620622523
"993",215.74514095611
"994",216.431487620817
"995",218.838995520813
"996",224.28300449915
"997",228.095529828907
"998",228.095529828907
"999",229.965214760842
"1000",229.965214760842
"1001",288.254458475643
"1002",294.574886687471
"1003",296.287023003033
"1004",297.76283570376
"1005",298.924428380047
"1006",298.924428380047
"1007",336.31756462135
"1008",344.337044187813
"1009",344.337044187813
"1010",373.664287830668
"1011",422.164067632479
"1012",499.705913513138
"1013",796.143831226494
"1014",986.183045889555
"1015",1056.82023069205
